index,text,score,label,volcano_label,confidence_score,predicted_sentiment,predicted_confidence_score
336,定档定档！！！期待阿赑！！！// @单词没背还想着朱一龙 :期待一番大男主朱一龙阿赑！！！,0.508,neutral,positive,0.9,positive,0.764
337,期待一番大男主朱一龙,0.809,positive,positive,0.75,positive,0.975
338,终于 期待一番大男主朱一龙,0.844,positive,positive,0.82,positive,0.975
339,朱一龙,0.575,neutral,neutral,0.5,neutral,0.542
340,期待吴磊东极岛,0.96,positive,positive,0.78,positive,0.975
341,期待吴磊阿荡,0.97,positive,positive,0.8,positive,0.98
342,期待吴磊,0.973,positive,positive,0.8,positive,0.978
343,好,0.656,positive,positive,0.9,positive,0.811
344,期待《东极岛》一番大男主朱一龙！,0.739,positive,positive,0.85,positive,0.973
345,朱一龙阿赑,0.853,positive,neutral,0.5,neutral,0.493
346,期待,0.689,positive,positive,0.75,positive,0.975
347,一番大男主朱一龙,0.68,positive,positive,0.8,positive,0.958
348,期待吴磊 #吴磊电影东极岛# wl #吴磊阿荡#,0.993,positive,positive,0.85,positive,0.85
349,我掐指一算，726是个好日子！,0.673,positive,positive,0.8,positive,0.848
350,期待一番大男主朱一龙！！！,0.498,neutral,positive,0.9,positive,0.816
351,期待吴磊,0.973,positive,positive,0.85,positive,0.978
352,吴磊,0.947,positive,neutral,0.5,positive,0.914
353,活起来了！东极岛今天就要丁当了！ @朱一龙,0.839,positive,positive,0.9,positive,0.942
354,#朱一龙电影东极岛# 期待朱一龙 @朱一龙,0.798,positive,positive,0.85,positive,0.891
355,期待朱一龙,0.729,positive,positive,0.85,positive,0.979
356,期待朱一龙,0.729,positive,positive,0.85,positive,0.979
357,期待金鸡百花双料影帝朱一龙一番领衔主演的电影东极岛 祝票房大卖 朱一龙带你爆金赑,0.993,positive,positive,0.95,positive,0.962
358,期待朱一龙阿赑 @朱一龙,0.984,positive,positive,0.85,positive,0.979
359,期待青年演员吴磊,0.999,positive,positive,0.85,positive,0.979
360,期待,0.689,positive,positive,0.75,positive,0.975
361,已经明日了，你。。,0.766,positive,negative,0.2,positive,0.842
362,期待朱一龙电影东极岛,0.868,positive,positive,0.85,positive,0.968
363,天呐超级想看~朱一龙！！！,0.217,negative,positive,0.92,negative,0.181
364,九点了，你要几点发定档啊,0.368,negative,neutral,0.5,negative,0.229
365,什么时候,0.526,neutral,neutral,0.5,neutral,0.523
366,你啥时候发 九点三十五了,0.303,negative,neutral,0.5,negative,0.261
367,朱一龙,0.575,neutral,neutral,0.5,neutral,0.542
368,朱一龙一番大男主,0.68,positive,positive,0.78,positive,0.958
369,期待演员朱一龙东极岛阿赑,0.956,positive,positive,0.85,positive,0.978
370,期待,0.689,positive,positive,0.7,positive,0.975
371,东极岛你有朱一龙这个又帅又白又高的七金影帝当一番大男主做什么都会成功的，期待朱一龙饰演的阿赑。,0.996,positive,positive,0.96,positive,0.971
372,期待【金鸡百花双料影帝朱一龙】的【一番大男主】电影《 东极岛  》！期待朱一龙饰演的阿赑！,0.997,positive,positive,0.95,positive,0.957
373,东海之上，极限救援，这是一部用生命托举生命的文明史诗。期待朱一龙一番大男主电影东极岛。,0.999,positive,positive,0.93,positive,0.971
374,阿赑骨子里生来淌着无畏，他不知道什么是“大义”，只想救一个，再救一个。期待朱一龙一番新电影《东极岛》！,0.997,positive,positive,0.92,positive,0.971
375,期待一番大男主朱一龙《东极岛》,0.739,positive,positive,0.88,positive,0.975
376,期待演员朱一龙饰演的“阿赑 ”,0.989,positive,positive,0.85,positive,0.975
377,期待一番大男主朱一龙,0.809,positive,positive,0.82,positive,0.975
378,期待朱一龙《东极岛》,0.643,positive,positive,0.8,positive,0.972
379,期待定档,0.644,positive,positive,0.65,positive,0.958
380,期待东极岛！！期待朱一龙！！！电影院见,0.146,negative,positive,0.94,positive,0.787
381,期待朱一龙,0.729,positive,positive,0.85,positive,0.979
382,急鼠了,0.21,negative,negative,0.15,neutral,0.506
383,吴磊，电影院见,0.901,positive,neutral,0.5,positive,0.931
384,期待一番大男主朱一龙,0.809,positive,positive,0.88,positive,0.975
385,期待朱一龙！！！！！！！,0.327,negative,positive,0.92,negative,0.183
386,期待朱一龙,0.729,positive,positive,0.85,positive,0.979
387,期待朱一龙一番大男主电影＂东极岛＂,0.859,positive,positive,0.87,positive,0.969
388,58了,0.091,negative,neutral,0.5,negative,0.185
389,期待呀！激动中！,0.913,positive,positive,0.95,positive,0.954
390,8.8不见不散,0.73,positive,neutral,0.5,positive,0.946
391,期待朱一龙！,0.729,positive,positive,0.9,positive,0.978
392,哦莫莫 影院见,0.308,negative,positive,0.85,negative,0.174
393,朱一龙,0.575,neutral,neutral,0.5,neutral,0.542
394,我的天啊！！,0.198,negative,neutral,0.5,neutral,0.492
395,期待 朱一龙,0.729,positive,positive,0.9,positive,0.979
396,期待朱一龙的电影,0.908,positive,positive,0.92,positive,0.974
397,8月8电影院见   期待吴磊,0.854,positive,positive,0.88,positive,0.967
398,哦这个应该是炸药的声音吧。,0.329,negative,neutral,0.5,positive,0.749
399,真的太期待了这场面,0.657,positive,positive,0.95,positive,0.942
400,电影《东极岛》！期待朱一龙饰演的阿赑！,0.99,positive,positive,0.93,positive,0.967
401,零零碎碎的白鹿,0.474,neutral,neutral,0.5,neutral,0.537
402,终于有朱一龙的新电影看了,0.93,positive,positive,0.85,positive,0.919
403,期待！,0.689,positive,positive,0.8,positive,0.962
404,等你很久了！！！大制作！！朱一龙让人期待,0.561,neutral,positive,0.92,positive,0.804
405,还有俩月呢，这么久才播……现在勾起我的兴趣，接下来的俩月要我怎么熬…… 突然想起逆水寒我的东极海还没怎么去探索哈哈哈哈 晚上就去捡垃圾~谢谢提醒嘎嘎嘎 #东极岛# #预告# #逆水寒# #逆水寒手游#,0.065,negative,positive,0.75,negative,0.256
406,期待,0.689,positive,positive,0.8,positive,0.975
407,一直向西越过黄昏线，越过日界线，回到初识你的那一天,0.584,neutral,neutral,0.5,positive,0.923
408,越素越惨越美的小鹿 拿图啦谢谢,0.921,positive,positive,0.78,positive,0.971
409,期待朱一龙,0.729,positive,positive,0.8,positive,0.979
410,期待朱一龙,0.729,positive,positive,0.8,positive,0.979
411,“少年热血，扬帆起航”期待领衔主演吴磊饰演的男主热血少年阿荡,1.0,positive,positive,0.85,positive,0.978
412,#电影东极岛定档#,0.166,negative,neutral,0.5,negative,0.273
413,期待朱一龙！,0.729,positive,positive,0.8,positive,0.978
414,眼技真的很好,0.818,positive,positive,0.82,positive,0.955
415,太会演啦,0.575,neutral,positive,0.9,neutral,0.491
416,清澈的爱只为中国,0.979,positive,positive,0.95,positive,0.978
417,🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙# 🍍 #白鹿李青月# 🍍 #白鹿临江仙#,0.0,negative,neutral,0.5,negative,0.312
418,“公者千古，私者一时”,0.448,neutral,positive,0.88,positive,0.798
419,这就是演员白鹿的演技 #白鹿素妆破碎感# 白鹿超话,0.903,positive,positive,0.75,positive,0.877
420,#朱一龙电影东极岛# 期待期待,0.542,neutral,positive,0.83,positive,0.811
421,鹿鹿,0.474,neutral,neutral,0.5,neutral,0.557
422,期待吴磊饰演的热血阿荡！电影院不见不散,0.997,positive,positive,0.85,positive,0.977
423,期待东极岛！期待吴磊阿荡！！ #吴磊电影东极岛wl吴磊阿荡#,0.999,positive,positive,0.88,positive,0.896
424,#白鹿李青月# 🍍 #白鹿# 🍍 #白鹿临江仙# 🍍 #白鹿花如月# 🍍 #白鹿# 🍍 #白鹿临江仙# 🍍 #白鹿花如月# 🍍 #白鹿# 🍍 #白鹿临江仙# 🍍 #白鹿花如月# 🍍 #白鹿# 🍍 #白鹿李青月# 🍍 #白鹿# 🍍 #白鹿临江仙# 🍍 #白鹿花如月# 🍍 #白鹿# 🍍 #白鹿临江仙# 🍍 #白鹿花如月# 🍍,0.0,negative,neutral,0.5,negative,0.307
425,666,0.5,neutral,positive,0.75,neutral,0.511
426,优雅的气质是这套炼成的,0.974,positive,positive,0.7,positive,0.962
427,同事讲吴磊说他的屁股变得开朗了  这是哪个视频在哪里哇～  我没搜到这个采访花絮哇～,0.986,positive,neutral,0.5,positive,0.956
428,懂规律但是不对外国人使,0.738,positive,negative,0.25,positive,0.909
429,超美的,0.75,positive,positive,0.95,positive,0.967
430,同事讲吴磊说他的屁股变得开朗了  这是哪个视频在哪里哇～  我没搜到这个采访花絮哇～ #吴磊电影东极岛# #吴磊#,0.997,positive,neutral,0.5,positive,0.846
431,美,0.858,positive,positive,0.9,positive,0.917
432,伟人我们永远怀念您 🙏🙏🙏,0.943,positive,positive,0.95,positive,0.975
433,对轻度子宫脱垂有用吗？,0.802,positive,neutral,0.5,positive,0.908
434,致敬伟人！,0.962,positive,positive,0.92,positive,0.98
435,@朱一龙 阿赑要见面啦 #朱一龙#,0.48,neutral,positive,0.75,positive,0.815
436,伟人年老也要强,0.871,positive,positive,0.85,positive,0.964
437,大国泱泱,0.633,positive,positive,0.88,positive,0.96
438,牢记,0.333,negative,neutral,0.5,negative,0.148
439,转发微博,0.644,positive,neutral,0.5,positive,0.962
440,图片评论,0.447,neutral,neutral,0.5,neutral,0.541
441,永远的人民的儿子。,0.917,positive,neutral,0.5,positive,0.967
442,为人民服务！,0.715,positive,neutral,0.5,positive,0.951
443,#时尚改造#,0.305,negative,neutral,0.5,negative,0.248
444,人民永远怀念您,0.925,positive,neutral,0.5,positive,0.963
445,一起见证东极岛舟山渔民的勇敢与血性！期待生来无畏的朱一龙阿赑！电影《东极岛》8月8日见！ @朱一龙 ​​​,1.0,positive,neutral,0.5,positive,0.969
446,智者为贡献而生，真英雄心向百姓。,1.0,positive,neutral,0.5,positive,0.978
447,不错,0.861,positive,neutral,0.5,positive,0.922
448,伟人的人格魅力！,0.989,positive,neutral,0.5,positive,0.982
449,伟人人格魅力永远继承,1.0,positive,neutral,0.5,positive,0.984
450,伟人的光辉形象,0.915,positive,neutral,0.5,positive,0.976
451,向伟人致敬！,0.962,positive,neutral,0.5,positive,0.98
452,伟人千古,0.783,positive,neutral,0.5,positive,0.959
453,伟大,0.526,neutral,neutral,0.5,positive,0.773
454,人民的领袖，人民公仆。,0.921,positive,neutral,0.5,positive,0.954
455,是的呢！里外分得清！,0.81,positive,neutral,0.5,positive,0.922
456,慈祥的伟人,0.783,positive,neutral,0.5,positive,0.979
457,伟大,0.526,neutral,neutral,0.5,positive,0.773
458,真的很美,0.941,positive,neutral,0.5,positive,0.968
459,731必须播出 我管你孩子害不害怕 历史不能被遗忘 你可以不去看 但是必须要播出,0.931,positive,neutral,0.5,positive,0.946
460,我看到一位网友的发言“这段历史到现在连100年都不到”对啊，现在才过去80多年啊,0.806,positive,neutral,0.5,positive,0.913
461,看得我发抖  这些箭头宛如一条条毒蛇…,0.761,positive,negative,0.15,positive,0.911
462,看着有一种眼睁睁看着自己等死的感觉,0.863,positive,negative,0.1,positive,0.96
463,嗯,0.526,neutral,neutral,0.5,neutral,0.53
464,伟人,0.8,positive,positive,0.85,positive,0.942
465,伟人是中国人的脊梁,0.977,positive,positive,0.9,positive,0.977
466,我们的抗战片实在太太太少了，我们的抗战是世界独一无二的，当初打的那么艰难，然而没有影像来复原，太不应该了,0.974,positive,negative,0.25,positive,0.928
467,1,0.327,negative,neutral,0.5,negative,0.307
468,2,0.331,negative,neutral,0.5,negative,0.309
469,.,0.526,neutral,neutral,0.5,neutral,0.515
470,失踪人口回归,0.923,positive,neutral,0.5,positive,0.93
471,老白！你还知道发微博啊,0.467,neutral,positive,0.7,positive,0.768
472,老白，快回复我，我是你铁粉啊,0.241,negative,positive,0.85,positive,0.831
473,woc！蛋白！,0.474,neutral,positive,0.75,neutral,0.498
474,也是好起来了，能看到老白发视频了,0.764,positive,positive,0.8,positive,0.878
475,老白！！！！,0.197,negative,positive,0.7,negative,0.184
476,我靠白,0.458,neutral,positive,0.7,neutral,0.543
477,什么时候复播呀？蛋白,0.745,positive,neutral,0.5,positive,0.781
478,蛋白！！白！,0.233,negative,positive,0.7,neutral,0.496
479,这个意思是要回归啦,0.944,positive,positive,0.75,positive,0.843
480,也是睡蒙了，看到老白发微博了,0.196,negative,positive,0.65,positive,0.84
481,白哥什么时候回来啊,0.437,neutral,neutral,0.5,neutral,0.53
482,猴！你活了猴,0.618,positive,neutral,0.5,positive,0.761
483,晚上好，酪蛋白,0.477,neutral,neutral,0.5,neutral,0.499
484,转发微博,0.644,positive,neutral,0.5,positive,0.962
485,晚上好蛋白,0.503,neutral,neutral,0.5,positive,0.834
486,勿忘国耻,0.497,neutral,neutral,0.5,neutral,0.484
487,老白，什么时候开播,0.451,neutral,neutral,0.5,positive,0.779
488,核平日本，消除心魔,0.997,positive,negative,0.1,positive,0.97
489,WOW！失踪人口回归了？,0.916,positive,positive,0.8,positive,0.884
490,你竟然更新了？？！？！？！！？！？！？！？！！！？？？？？？,0.095,negative,positive,0.85,negative,0.255
491,看这个视频就很解压,0.85,positive,positive,0.85,positive,0.912
492,我能看一天,0.441,neutral,positive,0.75,neutral,0.52
493,玩三个小时就忍不住去玩手机了,0.777,positive,negative,0.25,positive,0.859
494,看看现在在华有好多学校吧！！！,0.887,positive,neutral,0.5,positive,0.815
495,我也刨 然后出去买桶冰淇淋 继续刨,0.948,positive,neutral,0.5,positive,0.836
496,那我能看你刨一天木头,0.815,positive,positive,0.75,positive,0.811
497,看着容易，真上手用不了多久就磨出水泡,0.058,negative,negative,0.2,positive,0.92
498,在软软的木板上挖呀挖呀挖，用小小的铲子，刨出一片片的花。。。,0.947,positive,positive,0.8,positive,0.836
499,好像在挖冰淇淋哦,0.535,neutral,positive,0.65,neutral,0.481
500,放心，看着解压，真动手，能坚持一小时都算你厉害,0.656,positive,negative,0.3,positive,0.963
501,哎你们这世面见的。建议买个小西瓜，切两半，用小铁汤匙🥄挖啊挖啊铲啊铲啊能把瓜皮刮穿，还解渴,0.203,negative,neutral,0.5,negative,0.212
502,@miu匠,0.474,neutral,neutral,0.5,positive,0.912
503,主要是木头不是铲子,0.395,negative,neutral,0.5,positive,0.813
504,@今天星期几e_e,0.698,positive,neutral,0.5,positive,0.931
505,学起来,0.732,positive,positive,0.65,positive,0.921
506,@煮手二哥,0.853,positive,neutral,0.5,positive,0.951
507,指甲好Q啊～～～,0.546,neutral,positive,0.85,positive,0.932
508,一起动起来,0.447,neutral,positive,0.68,neutral,0.504
509,我急切的需要马甲线,0.582,neutral,neutral,0.5,neutral,0.5
510,哇塞 复活了我的猴,0.804,positive,positive,0.8,positive,0.879
511,学习,0.835,positive,neutral,0.5,positive,0.901
512,这么丝滑吗,0.794,positive,positive,0.75,positive,0.951
513,动起来,0.447,neutral,positive,0.65,neutral,0.543
514,练臀腿腹肌最高效的动作,0.982,positive,neutral,0.5,positive,0.943
515,感觉有点儿难,0.433,neutral,negative,0.3,positive,0.809
516,一起动起来,0.447,neutral,positive,0.7,neutral,0.504
517,给我这个小铲子，我能把家里的木头全挖成花,0.626,positive,positive,0.85,positive,0.891
518,学起来,0.732,positive,positive,0.65,positive,0.921
519,小日本我草尼玛,0.883,positive,negative,0.05,positive,0.935
520,正是我需要的 一起来运动,0.768,positive,positive,0.8,positive,0.969
521,//,0.2,negative,neutral,0.5,neutral,0.508
522,学起来！夏天我要瘦肚子！,0.918,positive,positive,0.75,positive,0.933
523,學起來,0.621,positive,positive,0.7,positive,0.909
524,#别只收藏一定要跟练# #三个动作带你轻松瘦腿#,0.486,neutral,positive,0.78,negative,0.197
525,这个手指甲…,0.612,positive,neutral,0.5,positive,0.874
526,学到了,0.732,positive,positive,0.65,positive,0.812
527,这啥木头,0.579,neutral,neutral,0.5,neutral,0.511
528,美,0.858,positive,positive,0.9,positive,0.917
529,好的，收藏,0.826,positive,neutral,0.5,positive,0.964
530,好丝滑呀！好想拥有,0.974,positive,positive,0.85,positive,0.973
531,这个有趣,0.785,positive,positive,0.85,positive,0.943
532,这活干的，手指都畸形了,0.305,negative,negative,0.1,positive,0.844
533,..,0.47,neutral,neutral,0.5,neutral,0.519
534,这是什么木那么软。,0.53,neutral,neutral,0.5,positive,0.769
535,他的食指指甲已经残废了，就是太用力挤压造成的……,0.178,negative,negative,0.08,positive,0.888
536,6,0.39,negative,neutral,0.5,negative,0.233
537,铲子这么快嘛,0.695,positive,positive,0.7,positive,0.845
538,跟挖西瓜一样,0.173,negative,neutral,0.5,neutral,0.478
539,我能玩好几天,0.473,neutral,positive,0.8,neutral,0.506
540,利器,0.667,positive,neutral,0.5,positive,0.755
541,我想要这把铲子,0.518,neutral,neutral,0.5,positive,0.82
542,老白,0.478,neutral,neutral,0.5,neutral,0.563
543,看熊猫吃竹子一样解压,0.579,neutral,positive,0.75,positive,0.891
544,其实是非常累的，对手的力气要求很高的,0.624,positive,negative,0.2,positive,0.949
545,刨的是木头吗？我怎么感觉在刨雪糕,0.873,positive,neutral,0.5,positive,0.792
546,哇 蛋白 你更了,0.599,neutral,positive,0.7,neutral,0.5
547,真好聽,0.636,positive,positive,0.85,positive,0.944
548,是不是灰指甲啊，他,0.106,negative,negative,0.3,negative,0.169
549,拿个勺子刨西瓜也行,0.411,neutral,neutral,0.5,positive,0.74
550,铁锹刨子,0.474,neutral,neutral,0.5,negative,0.147
551,声音好舒服,0.657,positive,positive,0.85,positive,0.956
552,非常解压,0.577,neutral,positive,0.88,positive,0.895
553,挖椰子肉的好工具,0.879,positive,positive,0.8,positive,0.92
554,好玩,0.789,positive,positive,0.75,positive,0.955
555,白鹿,0.5,neutral,neutral,0.5,neutral,0.576
556,你还得有木头,0.626,positive,neutral,0.5,positive,0.804
557,😄,0.5,neutral,positive,0.9,neutral,0.534
558,解压,0.577,neutral,positive,0.78,positive,0.757
559,你们是真6,0.394,negative,positive,0.82,neutral,0.494
560,转发微博,0.644,positive,neutral,0.5,positive,0.962
561,什么时候回来酪蛋白～,0.438,neutral,neutral,0.5,neutral,0.486
562,这个木头好软呀,0.533,neutral,positive,0.65,positive,0.878
563,补,0.543,neutral,neutral,0.5,neutral,0.496
564,练起来,0.684,positive,positive,0.6,positive,0.937
565,刨冰淇淋会更开心,0.951,positive,positive,0.85,positive,0.935
566,321 上链接,0.369,negative,neutral,0.5,negative,0.177
567,你弄个大桶八喜就行了,0.519,neutral,neutral,0.5,positive,0.787
568,这个不错，码住试试,0.888,positive,positive,0.75,positive,0.896
569,码住试试,0.586,neutral,neutral,0.5,neutral,0.493
570,一个坑正好装一坨冰淇淋,0.083,negative,negative,0.3,positive,0.83
571,好丝滑,0.869,positive,positive,0.85,positive,0.968
572,闲的蛋疼,0.643,positive,negative,0.1,neutral,0.499
573,十年前出去旅游，第一站就去的南京，最先去的南京大屠杀遇难同胞纪念馆，我是这辈子都不会忘记日本军国主义分子和侵华日军的罪行。当年和我哥们儿去长春伪满皇宫，那年哥们得三十了，在里面噼里啪啦掉眼泪，我问他咋了，他说这帮犊子（日本人）根本不是人。,1.0,positive,negative,0.05,positive,0.909
574,效果不错,0.905,positive,positive,0.7,positive,0.946
575,我也想玩 @钱多多goddess,0.772,positive,neutral,0.5,positive,0.962
576,码住练练// @只加盐 :这个不错 // @慧新星语 :练臀腿腹肌最高效的动作,0.997,positive,positive,0.75,positive,0.953
577,手艺人的高光时刻,0.822,positive,positive,0.8,positive,0.972
578,这个不错，码住跟着做。,0.935,positive,positive,0.75,positive,0.933
579,这个铲子貌似不便宜,0.437,neutral,neutral,0.5,positive,0.771
580,这木头好软,0.533,neutral,neutral,0.5,positive,0.887
581,冰淇淋质感,0.783,positive,neutral,0.5,positive,0.949
582,太锋利了吧,0.618,positive,neutral,0.5,positive,0.944
583,那我得给你带把伞，不然要被淋成落汤鸡了,0.812,positive,positive,0.7,positive,0.805
584,需要,0.526,neutral,neutral,0.5,neutral,0.515
585,如果情绪有天气 那是天气原因 不影响我,0.21,negative,neutral,0.5,positive,0.755
586,情绪不能是阳光吗？多暖和呀，,0.88,positive,positive,0.8,positive,0.957
587,雨天凉快,0.375,negative,positive,0.65,negative,0.158
588,能让有情绪的从来不是某个人某个事,0.948,positive,neutral,0.5,positive,0.935
589,我喜欢困在雨里,0.83,positive,positive,0.85,positive,0.953
590,雨里好像也不够,0.64,positive,negative,0.3,positive,0.882
591,有时候你的心态就是你的晴雨表，没什么过不去的坎，时间是最好的良药，相信自己，加油,0.998,positive,positive,0.95,positive,0.966
592,好,0.656,positive,positive,0.8,positive,0.811
593,我能天天刨,0.929,positive,neutral,0.5,neutral,0.493
594,哦,0.526,neutral,neutral,0.5,neutral,0.526
595,我们在不同风景相同时光里,0.96,positive,neutral,0.5,positive,0.961
596,那要发霉了,0.113,negative,negative,0.2,neutral,0.479
597,什么材质的？,0.595,neutral,neutral,0.5,positive,0.814
598,雨天找乐趣吧,0.497,neutral,positive,0.75,positive,0.886
599,我是晴天,0.5,neutral,positive,0.85,neutral,0.541
600,午安,0.857,positive,neutral,0.5,neutral,0.512
601,总会有晴天的，等待！,0.536,neutral,positive,0.8,positive,0.774
602,午餐快乐哦,0.951,positive,positive,0.9,positive,0.944
603,下雨天也是另一番美景,0.287,negative,positive,0.75,positive,0.779
604,解压吗？想象一下一刨子下去刨圆圈外面去了,0.364,negative,negative,0.2,positive,0.761
605,是怎么控制这么精准的,0.837,positive,neutral,0.5,positive,0.919
606,生活会继续，雨后天晴,0.692,positive,positive,0.85,positive,0.941
607,真心动,0.5,neutral,positive,0.95,positive,0.818
608,这个 还真没做过呢 可以试试,0.725,positive,neutral,0.5,positive,0.868
609,灰指甲 一个传染俩,0.077,negative,negative,0.15,positive,0.787
610,老白,0.478,neutral,neutral,0.5,neutral,0.563
611,我可以看你刨一整天,0.931,positive,positive,0.75,positive,0.886
612,刨一天手都废了,0.802,positive,negative,0.08,neutral,0.489
613,适合腰椎间盘突出的人锻炼吗,0.367,negative,neutral,0.5,positive,0.827
614,为什么不在雪里，不小心就一起到白了头。,0.209,negative,positive,0.88,positive,0.766
615,那我也困在雨天 让我的潮湿肆意生长 我却无可奈何,0.177,negative,negative,0.12,positive,0.856
616,总有晴空万里时,0.534,neutral,positive,0.82,neutral,0.526
617,美的像诗,0.982,positive,positive,0.96,positive,0.962
618,好解压,0.701,positive,positive,0.88,positive,0.937
619,西瓜不就这样吃吗,0.06,negative,neutral,0.5,negative,0.134
620,好丝滑,0.869,positive,positive,0.92,positive,0.968
621,@来自月球的RR,0.966,positive,neutral,0.5,positive,0.959
622,@芝士焗红许丶,0.917,positive,neutral,0.5,positive,0.911
623,但愿不要在这样的雨天里行走。,0.845,positive,negative,0.25,positive,0.905
624,雨总会停的，无论风雨多么猛烈，总有放晴的时候 🌈,0.933,positive,positive,0.85,positive,0.886
625,好想拥有,0.862,positive,positive,0.7,positive,0.965
626,这居然是木头,0.26,negative,neutral,0.5,positive,0.78
627,致敬伟人,0.962,positive,positive,0.9,positive,0.98
628,转发微博,0.644,positive,neutral,0.5,positive,0.962
629,来来来，上松木，带松明的那种。,0.694,positive,neutral,0.5,positive,0.872
630,看着温和 人家可是刀啊,0.718,positive,neutral,0.5,positive,0.954
631,听着好舒服,0.835,positive,positive,0.85,positive,0.956
632,// @羊驼的访客插件 :“公者千古，私者一时”,0.224,negative,positive,0.75,positive,0.879
633,码住,0.341,negative,neutral,0.5,negative,0.177
634,这是软一点的木头吧,0.343,negative,neutral,0.5,positive,0.802
635,美工刀削铅笔也差不多效果,0.937,positive,neutral,0.5,positive,0.969
636,跟练,0.5,neutral,neutral,0.5,neutral,0.505
637,雨中也要漫步浪漫着,0.987,positive,positive,0.78,positive,0.963
638,晚上好 晚餐快乐哦,0.973,positive,positive,0.8,positive,0.939
639,这小铁锹这么锋利,0.758,positive,neutral,0.5,positive,0.914
640,厉害啦,0.36,negative,positive,0.82,neutral,0.492
641,雨天，世界都慢了些,0.7,positive,neutral,0.5,positive,0.824
642,好累，不能直接刨蛋糕🎂嘛,0.951,positive,negative,0.25,positive,0.898
643,不想困在雨里，只做自己的小暖阳,0.772,positive,positive,0.75,positive,0.965
644,雨天，找个咖啡厅坐，点杯咖啡看看窗外,0.078,negative,positive,0.65,positive,0.916
645,你在避雨，我在等雨停,0.633,positive,neutral,0.5,positive,0.879
646,我看了不解压，是揪心 ，在边缘线铲的时候，我生怕他把这个圆弧铲变形了,0.574,neutral,negative,0.15,positive,0.897
647,好解压,0.701,positive,positive,0.9,positive,0.937
648,哇哦,0.526,neutral,neutral,0.5,neutral,0.541
649,如果…,0.467,neutral,neutral,0.5,neutral,0.517
650,什么木头可以铲的这么丝滑啊,0.811,positive,positive,0.7,positive,0.932
651,感觉在吃布丁,0.809,positive,neutral,0.5,positive,0.872
652,现在的天气雨转晴,0.473,neutral,neutral,0.5,neutral,0.496
653,运动更健康,0.838,positive,positive,0.8,positive,0.954
654,我靠，你真的要回归了吗？老白！！！！我牌子都要掉没了,0.521,neutral,positive,0.9,negative,0.182
655,练起来,0.684,positive,positive,0.7,positive,0.937
656,边边没刨的准,0.895,positive,negative,0.2,positive,0.762
657,淋雨，何尝不是亲吻雨。,0.878,positive,positive,0.75,positive,0.962
658,猫儿这个可爱,0.92,positive,positive,0.9,positive,0.96
659,QQ弹弹小猫咪,0.961,positive,positive,0.85,positive,0.953
660,嘿嘿，是q弹的猫猫,0.423,neutral,positive,0.85,neutral,0.487
661,晚安,0.649,positive,neutral,0.5,positive,0.904
662,6,0.39,negative,neutral,0.5,negative,0.233
663,一点都不像演的,0.314,negative,positive,0.85,neutral,0.488
664,能吸引大批观众沉浸式追剧的当然是演员强大的角色塑造能力，满员肖战演技很牛,1.0,positive,positive,0.95,positive,0.977
665,练起来,0.684,positive,positive,0.7,positive,0.937
666,肖战的无实物表演一直都很牛，每部剧里都有呈现,0.995,positive,positive,0.92,positive,0.978
667,太厉害了,0.209,negative,positive,0.98,neutral,0.476
668,#肖战# #藏海传# #肖战藏海传# 好会演,0.298,negative,positive,0.9,negative,0.29
669,#肖战藏海传# #肖战藏海#,0.41,neutral,neutral,0.5,negative,0.295
670,t,0.167,negative,neutral,0.5,negative,0.19
671,#肖战真的有在认真思考表演细节# #肖战真的很敬业# #肖战表演实力# 演员呈现的真实情景，高光片段,1.0,positive,positive,0.92,positive,0.921
672,N年前突发急性阑尾炎，就是脸色惨白，痛得浑身上下都是汗，人根本站不直，坐也坐不住，跟藏海一模一样。,0.275,negative,negative,0.15,negative,0.172
673,感谢演员肖战，把有血有肉的藏海带到我们身边，也陪伴稚奴走完这场复仇之路！藏海，辛苦了，稚奴，睡个好觉,1.0,positive,positive,0.88,positive,0.975
674,1,0.327,negative,neutral,0.5,negative,0.307
675,1,0.327,negative,neutral,0.5,negative,0.307
676,2,0.331,negative,neutral,0.5,negative,0.309
677,2,0.331,negative,neutral,0.5,negative,0.309
678,3,0.39,negative,neutral,0.5,negative,0.285
679,3,0.39,negative,neutral,0.5,negative,0.285
680,4,0.411,neutral,neutral,0.5,negative,0.252
681,5,0.459,neutral,neutral,0.5,neutral,0.499
682,1,0.327,negative,neutral,0.5,negative,0.307
683,1,0.327,negative,neutral,0.5,negative,0.307
684,2,0.331,negative,neutral,0.5,negative,0.309
685,3,0.39,negative,neutral,0.5,negative,0.285
686,4,0.411,neutral,neutral,0.5,negative,0.252
687,5,0.459,neutral,neutral,0.5,neutral,0.499
688,我,0.526,neutral,neutral,0.5,neutral,0.545
689,演技太好，很真实,0.927,positive,positive,0.9,positive,0.971
690,#肖战真的有在认真思考表演细节# #肖战藏海#,0.96,positive,positive,0.85,positive,0.859
